_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
26135,1828,,Dek Hockey Rink,Dek Hockey Rink,40,Settler's Cabin Park,SC,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.092534039756,40.255494554786
26136,1829,,Wave Pool,Pool,120,Settler's Cabin Park,SC,Wave Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.090687314624,40.260226759489
26137,1830,,Algonquin,Shelter,130,Settler's Cabin Park,SC,Algonquin,https://www.alleghenycounty.us/parks/settlers-cabin/algonquin.aspx,80,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092762189304,40.260025741108
26138,1831,,Apache,Shelter,130,Settler's Cabin Park,SC,Apache,https://www.alleghenycounty.us/parks/settlers-cabin/apache.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.093040063583,40.253752152921
26139,1832,,Dog Park,Dog Park,130,Settler's Cabin Park,SC,Dog Park,https://www.alleghenycounty.us/parks/settlers-cabin/arrowhead.aspx,80,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092152951573,40.252399901611
26140,1833,,Cayuga,Shelter,130,Settler's Cabin Park,SC,Cayuga,https://www.alleghenycounty.us/parks/settlers-cabin/cayuga.aspx,80,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.093766046749,40.260617304076
26141,1834,,Chippewa,Shelter,130,Settler's Cabin Park,SC,Chippewa,https://www.alleghenycounty.us/parks/settlers-cabin/chippewa.aspx,100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092672840407,40.254002765013
26142,1835,,Flint,Shelter,130,Settler's Cabin Park,SC,Flint,https://www.alleghenycounty.us/parks/settlers-cabin/flint.aspx,65,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.092374532782,40.253952016134
26143,1836,,Gilbert Love,Shelter,130,Settler's Cabin Park,SC,Gilbert Love,https://www.alleghenycounty.us/parks/settlers-cabin/gilbert-love.aspx,80,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.09290717537,40.260488709809
26144,1837,,Iroquois,Shelter,130,Settler's Cabin Park,SC,Iroquois,https://www.alleghenycounty.us/parks/settlers-cabin/iroquois.aspx,75,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.092123168801,40.252847643493
26145,1838,,Moccasin,Shelter,130,Settler's Cabin Park,SC,Moccasin,https://www.alleghenycounty.us/parks/settlers-cabin/moccasin.aspx,100,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.093911190243,40.260045598978
26146,1839,,Mohawk,Shelter,130,Settler's Cabin Park,SC,Mohawk,https://www.alleghenycounty.us/parks/settlers-cabin/mohawk.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.093029290706,40.254386732944
26147,1840,,Seneca,Shelter,130,Settler's Cabin Park,SC,Seneca,https://www.alleghenycounty.us/parks/settlers-cabin/seneca.aspx,80,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.092955903304,40.253202217368
26148,1841,,Shawnee,Shelter,130,Settler's Cabin Park,SC,Shawnee,https://www.alleghenycounty.us/parks/settlers-cabin/shawnee.aspx,75,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.09265248744,40.252982430084
26149,1842,,Tomahawk,Shelter,130,Settler's Cabin Park,SC,Tomahawk,https://www.alleghenycounty.us/parks/settlers-cabin/tomahawk.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.093619477799,40.254501320703
26150,1843,,100 Acre House,Building,10,South Park,SP,100 Acre House,https://www.alleghenycounty.us/parks/south-park/100-acre-house.aspx,70,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.003324136169,40.200253070157
26151,1844,,Black Ash,Building,10,South Park,SP,Black Ash,https://www.alleghenycounty.us/parks/south-park/black-ashes.aspx,100,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.593974320331,40.181370522443
26152,1845,,Buffalo Inn,Private Rental,10,South Park,SP,Buffalo Inn,https://www.alleghenycounty.us/parks/south-park/buffalo-inn.aspx,200,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.594370807484,40.181845707501
26153,1846,,Camp Rolling Hills,Building,10,South Park,SP,Camp Rolling Hills,https://www.alleghenycounty.us/parks/south-park/camp-rolling-hills.aspx,25,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.593945524394,40.183291978602
26154,1847,,South Park Community House,Private Rental,10,South Park,SP,South Park Community House,https://www.alleghenycounty.us/parks/south-park/community-house.aspx,65,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.595604317048,40.185723252186
26155,1848,,Cottage,Building,10,South Park,SP,Cottage,https://www.alleghenycounty.us/parks/south-park/cottage.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,-79.595610809963,40.181401125298
26156,1849,,Fairgrounds Building 3,Building,10,South Park,SP,Fairgrounds Building 3,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-3.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.594677141112,40.18137369861
26157,1850,,Fairgrounds Building 4,Building,10,South Park,SP,Fairgrounds Building 4,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-4.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.59478071355,40.181344646097
26158,1851,,Girl Scout Cabin,Building,10,South Park,SP,Girl Scout Cabin,https://www.alleghenycounty.us/parks/south-park/girl-scout-cabin.aspx,22,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003854158399,40.190816603364
26159,1852,,Home Economics Building,Building,10,South Park,SP,Home Economics Building,https://www.alleghenycounty.us/parks/south-park/home-economics-building.aspx,275,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.594372830783,40.18161254573
26160,1853,,Museum Building,Building,10,South Park,SP,Museum Building,https://www.alleghenycounty.us/parks/south-park/museum-building.aspx,300,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.595041800827,40.181257074831
26161,1854,,Silent Brook Barn,Building,10,South Park,SP,Silent Brook Barn,https://www.alleghenycounty.us/parks/south-park/silent-brook.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.005619446628,40.193320556069
26162,1855,,Spreading Oak,Building,10,South Park,SP,Spreading Oak,https://www.alleghenycounty.us/parks/south-park/spreading-oak.aspx,100,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-80.001101238702,40.19510058014
26163,1856,,Basketball Courts,Court - Basketball,31,South Park,SP,Basketball Courts,https://www.alleghenycounty.us/parks/activities/basketball.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594035553649,40.181758800004
26164,1857,,Dek Hockey Rink,Dek Hockey Rink,40,South Park,SP,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.002060674637,40.190073929338
26165,1858,,100 Acre Field,Field - Multipurpose,61,South Park,SP,100 Acre Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003871772882,40.200615293944
26166,1859,,Alaska Baseball Field,Field - Baseball,61,South Park,SP,Alaska Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003042392342,40.195933963333
26167,1860,,Black Ash Baseball Field,Field - Baseball,61,South Park,SP,Black Ash Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593584205238,40.181714363342
26168,1861,,Edgebrook Field,Field - Baseball,61,South Park,SP,Edgebrook Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.000654713911,40.183961438318
26169,1862,,Fairgrounds Ball Field 2,Field - Baseball,61,South Park,SP,Fairgrounds Ball Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595197682623,40.181754911808
26170,1863,,Fairgrounds Ball Field 3,Field - Baseball,61,South Park,SP,Fairgrounds Ball Field 3,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595139320404,40.181528150001
26171,1864,,Texas Softball Field,Field - Softball,61,South Park,SP,Texas Softball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003976988136,40.193334072062
26172,1865,,Fairgrounds Ball Field 1,Field - Baseball,65,South Park,SP,Fairgrounds Ball Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595527158387,40.18225359036
26173,1866,,Flag Retirement Plaza,Flag Retirement Plaza,70,South Park,SP,Flag Retirement Plaza,https://www.alleghenycounty.us/parks/south-park/flag-retirement-plaza.aspx,250,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594213420878,40.182997905558
26174,1867,,Gazebo,Gazebo,80,South Park,SP,Gazebo,https://www.alleghenycounty.us/parks/south-park/maple-springs-gazebo.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.00019020331,40.18552827412
26175,1868,,Horse Show Ring,Horse Show Ring,90,South Park,SP,Horse Show Ring,https://www.alleghenycounty.us/parks/south-park/horseshow-ring.aspx,100,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.593719110676,40.181134589909
26176,1869,,Ice Skating Rink,Ice Rink,100,South Park,SP,Ice Skating Rink,https://www.alleghenycounty.us/parks/activities/winter-sports/ice-skating---hockey.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.010630322018,40.193468456413
26177,1870,,Wave Pool - Pool,Pool,120,South Park,SP,Wave Pool - Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.005330047209,40.185260910163
26178,1871,,Alabama,Shelter,130,South Park,SP,Alabama,https://www.alleghenycounty.us/parks/south-park/alabama.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003317491362,40.194973369241
26179,1872,,Altoona,Shelter,130,South Park,SP,Altoona,https://www.alleghenycounty.us/parks/south-park/altoona.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.000596306916,40.195376080429
26180,1873,,Arizona,Shelter,130,South Park,SP,Arizona,https://www.alleghenycounty.us/parks/south-park/arizona.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004051235601,40.192227663091
26181,1874,,Babcock,Shelter,130,South Park,SP,Babcock,https://www.alleghenycounty.us/parks/south-park/babcock.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.002955149001,40.182695183584
26182,1875,,Baron,Shelter,130,South Park,SP,Baron,https://www.alleghenycounty.us/parks/south-park/baron.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001420935994,40.185639232537
26183,1876,,Bedford,Shelter,130,South Park,SP,Bedford,https://www.alleghenycounty.us/parks/south-park/bedford.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.013091679155,40.192955830852
26184,1877,,Blythe,Shelter,130,South Park,SP,Blythe,https://www.alleghenycounty.us/parks/south-park/blythe.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003204399853,40.183004492261
26185,1878,,Bouquet,Shelter,130,South Park,SP,Bouquet,https://www.alleghenycounty.us/parks/south-park/bouquet.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.001312311472,40.184629417306
26186,1879,,Braddock,Shelter,130,South Park,SP,Braddock,https://www.alleghenycounty.us/parks/south-park/braddock.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003894800061,40.194321205786
26187,1880,,Bright Star,Shelter,130,South Park,SP,Bright Star,https://www.alleghenycounty.us/parks/south-park/bright-star.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.002398075589,40.185668620536
26188,1881,,Cadman,Shelter,130,South Park,SP,Cadman,https://www.alleghenycounty.us/parks/south-park/cadman.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.002928287625,40.183055832444
26189,1882,,Campbell,Shelter,130,South Park,SP,Campbell,https://www.alleghenycounty.us/parks/south-park/campbell.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003880047889,40.183505397895
26190,1883,,Circleview,Shelter,130,South Park,SP,Circleview,https://www.alleghenycounty.us/parks/south-park/circleview.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004552051618,40.191336806938
26191,1884,,Craig,Shelter,130,South Park,SP,Craig,https://www.alleghenycounty.us/parks/south-park/craig.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595949497992,40.183014235813
26192,1885,,Cravenwood,Shelter,130,South Park,SP,Cravenwood,https://www.alleghenycounty.us/parks/south-park/cravenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.000020671155,40.18339578319
26193,1886,,Foster,Shelter,130,South Park,SP,Foster,https://www.alleghenycounty.us/parks/south-park/foster.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.005063025667,40.193368018826
26194,1887,,East Rise,Shelter,130,South Park,SP,East Rise,https://www.alleghenycounty.us/parks/south-park/east-rise.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00292810855,40.195718623087
26195,1888,,Elm,Shelter,130,South Park,SP,Elm,https://www.alleghenycounty.us/parks/south-park/elm.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012544306248,40.192953616615
26196,1889,,Ethelbert,Shelter,130,South Park,SP,Ethelbert,https://www.alleghenycounty.us/parks/south-park/ethelbert.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001830562008,40.185237649002
26197,1890,,Forbes,Shelter,130,South Park,SP,Forbes,https://www.alleghenycounty.us/parks/south-park/forbes.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.002093660898,40.190486988886
26198,1891,,Fort Pitt,Shelter,130,South Park,SP,Fort Pitt,https://www.alleghenycounty.us/parks/south-park/fort-pitt.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.0044206602,40.194014395321
26199,1892,,Diana,Shelter,130,South Park,SP,Diana,https://www.alleghenycounty.us/parks/south-park/diana.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.005183136409,40.193077307286
26200,1893,,Georgia,Shelter,130,South Park,SP,Georgia,https://www.alleghenycounty.us/parks/south-park/georgia.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003224726172,40.19470830444
26201,1894,,Gist,Shelter,130,South Park,SP,Gist,https://www.alleghenycounty.us/parks/south-park/gist.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003525281396,40.183060495778
26202,1895,,Glenaldon,Shelter,130,South Park,SP,Glenaldon,https://www.alleghenycounty.us/parks/south-park/glenaldon.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595449841389,40.182824112118
26203,1896,,Glendale,Shelter,130,South Park,SP,Glendale,https://www.alleghenycounty.us/parks/south-park/glendale.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595681285919,40.183077365407
26204,1897,,Glenwood,Shelter,130,South Park,SP,Glenwood,https://www.alleghenycounty.us/parks/south-park/glenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595829716433,40.183692327203
26205,1898,,Grant,Shelter,130,South Park,SP,Grant,https://www.alleghenycounty.us/parks/south-park/grant.aspx,40,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.002862962822,40.191428994863
26206,1899,,Harbor,Shelter,130,South Park,SP,Harbor,https://www.alleghenycounty.us/parks/south-park/harbor.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001933400536,40.185446683284
26207,1900,,Indiana,Shelter,130,South Park,SP,Indiana,https://www.alleghenycounty.us/parks/south-park/indiana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.005862645115,40.191490947635
26208,1901,,Lebanon,Shelter,130,South Park,SP,Lebanon,https://www.alleghenycounty.us/parks/south-park/lebanon.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.010054550755,40.193613839748
26209,1902,,Lost Spring,Shelter,130,South Park,SP,Lost Spring,https://www.alleghenycounty.us/parks/south-park/lost-spring.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00210423901,40.184812754612
26210,1903,,Maryland,Shelter,130,South Park,SP,Maryland,https://www.alleghenycounty.us/parks/south-park/maryland.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.005103950391,40.191449268026
26211,1904,,Mercer,Shelter,130,South Park,SP,Mercer,https://www.alleghenycounty.us/parks/south-park/mercer.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.003720522172,40.183533263141
26212,1905,,Mifflin,Shelter,130,South Park,SP,Mifflin,https://www.alleghenycounty.us/parks/south-park/mifflin.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.004213985636,40.183365012979
26213,1906,,Missouri,Shelter,130,South Park,SP,Missouri,https://www.alleghenycounty.us/parks/south-park/missouri.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000447272302,40.1908003674
26214,1907,,Monroe,Shelter,130,South Park,SP,Monroe,https://www.alleghenycounty.us/parks/south-park/monroe.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.000958562548,40.195417701559
26215,1908,,Montour,Shelter,130,South Park,SP,Montour,https://www.alleghenycounty.us/parks/south-park/montour.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.005870890554,40.193696930947
26216,1909,,Outlook,Shelter,130,South Park,SP,Outlook,https://www.alleghenycounty.us/parks/south-park/outlook.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-79.595526022218,40.184503789018
26217,1910,,Parcell,Shelter,130,South Park,SP,Parcell,https://www.alleghenycounty.us/parks/south-park/parcell.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001729722505,40.184980585911
26218,1911,,Pitt,Shelter,130,South Park,SP,Pitt,https://www.alleghenycounty.us/parks/south-park/pitt.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012889412586,40.192805363935
26219,1912,,Stevens,Shelter,130,South Park,SP,Stevens,https://www.alleghenycounty.us/parks/south-park/stevens.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000292735551,40.183430612719
