_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
26048,1740,,Deer Browse 2,Shelter,130,North Park,NP,Deer Browse 2,https://www.alleghenycounty.us/parks/north-park/deer-browse-2.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593411618209,40.351422199309
26049,1741,,Deer Browse 3,Shelter,130,North Park,NP,Deer Browse 3,https://www.alleghenycounty.us/parks/north-park/deer-browse-3.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593249758172,40.351427282616
26050,1742,,Devils Elbow 1,Shelter,130,North Park,NP,Devils Elbow 1,https://www.alleghenycounty.us/parks/north-park/devils-elbow-1.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.595122215787,40.351191089047
26051,1743,,Devils Elbow 2,Shelter,130,North Park,NP,Devils Elbow 2,https://www.alleghenycounty.us/parks/north-park/devils-elbow-2.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595154530705,40.350974954077
26052,1744,,Donnevale,Shelter,130,North Park,NP,Donnevale,https://www.alleghenycounty.us/parks/north-park/donnevale.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.590941043567,40.352509776276
26053,1745,,Donora,Shelter,130,North Park,NP,Donora,https://www.alleghenycounty.us/parks/north-park/donora.aspx,40,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.590600563674,40.352060157746
26054,1746,,Duquesne,Shelter,130,North Park,NP,Duquesne,https://www.alleghenycounty.us/parks/north-park/duquesne.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595898448843,40.352783379749
26055,1747,,Elwood,Shelter,130,North Park,NP,Elwood,https://www.alleghenycounty.us/parks/north-park/elwood.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.59087262643,40.351552421741
26056,1748,,Emsworth,Shelter,130,North Park,NP,Emsworth,https://www.alleghenycounty.us/parks/north-park/emsworth.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004117485059,40.353934976846
26057,1749,,Erie,Shelter,130,North Park,NP,Erie,https://www.alleghenycounty.us/parks/north-park/erie.aspx,30,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001888092951,40.354062791703
26058,1750,,Etna,Shelter,130,North Park,NP,Etna,https://www.alleghenycounty.us/parks/north-park/etna.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001145417298,40.35554035238
26059,1751,,Flagstaff,Shelter,130,North Park,NP,Flagstaff,https://www.alleghenycounty.us/parks/north-park/flagstaff-hill.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004729884992,40.360712274892
26060,1752,,Flanders,Shelter,130,North Park,NP,Flanders,https://www.alleghenycounty.us/parks/north-park/flanders.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004872650261,40.360683501896
26061,1753,,Forest Glen,Shelter,130,North Park,NP,Forest Glen,https://www.alleghenycounty.us/parks/north-park/forest-glen.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594393919951,40.353072264766
26062,1754,,Frazier,Shelter,130,North Park,NP,Frazier,https://www.alleghenycounty.us/parks/north-park/frazier.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.000536716021,40.354863341453
26063,1755,,Garner,Shelter,130,North Park,NP,Garner,https://www.alleghenycounty.us/parks/north-park/garner.aspx,75,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.002762538225,40.354085681746
26064,1756,,Gold Star,Shelter,130,North Park,NP,Gold Star,https://www.alleghenycounty.us/parks/north-park/gold-star.aspx,40,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.001390747555,40.353725508598
26065,1757,,Grant,Shelter,130,North Park,NP,Grant,https://www.alleghenycounty.us/parks/north-park/grant.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.594465615985,40.353725378395
26066,1758,,Greentree,Shelter,130,North Park,NP,Greentree,https://www.alleghenycounty.us/parks/north-park/greentree.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.004322736081,40.353831530472
26067,1759,,Hampton,Shelter,130,North Park,NP,Hampton,https://www.alleghenycounty.us/parks/north-park/hampton.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00156199006,40.355707983049
26068,1760,,Harmar,Shelter,130,North Park,NP,Harmar,https://www.alleghenycounty.us/parks/north-park/harmar.aspx,150,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.592647423183,40.351807222949
26069,1761,,Harmony,Shelter,130,North Park,NP,Harmony,https://www.alleghenycounty.us/parks/north-park/harmony.aspx,30,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.003298744462,40.361798872871
26070,1762,,Henderson,Shelter,130,North Park,NP,Henderson,https://www.alleghenycounty.us/parks/north-park/henderson.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595059177275,40.351456119261
26071,1763,,Hillside,Shelter,130,North Park,NP,Hillside,https://www.alleghenycounty.us/parks/north-park/hillside.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.000806777227,40.355239926138
26072,1764,,Honeysuckle,Shelter,130,North Park,NP,Honeysuckle,https://www.alleghenycounty.us/parks/north-park/honeysuckle.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591709601348,40.351845169679
26073,1765,,Idaho,Shelter,130,North Park,NP,Idaho,https://www.alleghenycounty.us/parks/north-park/idaho.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000405944511,40.361308827679
26074,1766,,Ingomar,Shelter,130,North Park,NP,Ingomar,https://www.alleghenycounty.us/parks/north-park/ingomar.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595029980578,40.35315107935
26075,1767,,Iowa,Shelter,130,North Park,NP,Iowa,https://www.alleghenycounty.us/parks/north-park/iowa.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.002990344017,40.363309535305
26076,1768,,Jeanette,Shelter,130,North Park,NP,Jeanette,https://www.alleghenycounty.us/parks/north-park/jeanette.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.591200551761,40.351767925857
26077,1769,,Jefferson,Shelter,130,North Park,NP,Jefferson,https://www.alleghenycounty.us/parks/north-park/jefferson.aspx,45,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003135470594,40.35416757287
26078,1770,,Juniata,Shelter,130,North Park,NP,Juniata,https://www.alleghenycounty.us/parks/north-park/juniata.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.594383743374,40.35342971654
26079,1771,,Kilbuck,Shelter,130,North Park,NP,Kilbuck,https://www.alleghenycounty.us/parks/north-park/kilbuck.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003751158704,40.354031995972
26080,1772,,Kolich,Shelter,130,North Park,NP,Kolich,https://www.alleghenycounty.us/parks/north-park/kolich.aspx,30,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.000886053381,40.355657461978
26081,1773,,Lakeshore,Shelter,130,North Park,NP,Lakeshore,https://www.alleghenycounty.us/parks/north-park/lakeshore.aspx,45,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.001510609335,40.360121016165
26082,1774,,Lakeview,Shelter,130,North Park,NP,Lakeview,https://www.alleghenycounty.us/parks/north-park/lakeview.aspx,75,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001564900041,40.362520865957
26083,1775,,Latham,Shelter,130,North Park,NP,Latham,https://www.alleghenycounty.us/parks/north-park/latham.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001638874405,40.360365712282
26084,1776,,Latrobe,Shelter,130,North Park,NP,Latrobe,https://www.alleghenycounty.us/parks/north-park/latrobe.aspx,30,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.003463485439,40.362107846706
26085,1777,,Ledgewood,Shelter,130,North Park,NP,Ledgewood,https://www.alleghenycounty.us/parks/north-park/ledgewood.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.00471577453,40.35312791859
26086,1778,,Leet,Shelter,130,North Park,NP,Leet,https://www.alleghenycounty.us/parks/north-park/leet.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003456438798,40.35409869737
26087,1779,,Lilac,Shelter,130,North Park,NP,Lilac,https://www.alleghenycounty.us/parks/north-park/lilac.aspx,60,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591371685496,40.351640765957
26088,1780,,Little Mama,Shelter,130,North Park,NP,Little Mama,https://www.alleghenycounty.us/parks/north-park/little-mama.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000679966048,40.354145523251
26089,1781,,Lone Pine,Shelter,130,North Park,NP,Lone Pine,https://www.alleghenycounty.us/parks/north-park/lone-pine.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.585812138486,40.351401007863
26090,1782,,Long View,Shelter,130,North Park,NP,Long View,https://www.alleghenycounty.us/parks/north-park/long-view.aspx,45,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.594332417647,40.352220926482
26091,1783,,Mars,Shelter,130,North Park,NP,Mars,https://www.alleghenycounty.us/parks/north-park/mars.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.004055286909,40.361783980405
26092,1784,,McCandeless,Shelter,130,North Park,NP,McCandeless,https://www.alleghenycounty.us/parks/north-park/mccandless.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594758052055,40.351860222554
26093,1785,,Avalon,Shelter,130,North Park,NP,Avalon,https://www.alleghenycounty.us/parks/north-park/mill.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.010790447687,40.363795457012
26094,1786,,Miller,Shelter,130,North Park,NP,Miller,https://www.alleghenycounty.us/parks/north-park/miller.aspx,55,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012168791355,40.370181990256
26095,1787,,Montana,Shelter,130,North Park,NP,Montana,https://www.alleghenycounty.us/parks/north-park/montana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.003485063434,40.363949970685
26096,1788,,Moon,Shelter,130,North Park,NP,Moon,https://www.alleghenycounty.us/parks/north-park/moon.aspx,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000304672568,40.352835031949
26097,1789,,Ninebark,Shelter,130,North Park,NP,Ninebark,https://www.alleghenycounty.us/parks/north-park/ninebark.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595226682824,40.353193152665
26098,1790,,North Carolina,Shelter,130,North Park,NP,North Carolina,https://www.alleghenycounty.us/parks/north-park/north-carolina.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595760187639,40.360214660975
26099,1791,,North Star,Shelter,130,North Park,NP,North Star,https://www.alleghenycounty.us/parks/north-park/north-star.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.005016443886,40.353828483161
26100,1792,,Oakmont,Shelter,130,North Park,NP,Oakmont,https://www.alleghenycounty.us/parks/north-park/oakmont.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01321690375,40.370329175024
26101,1793,,Old Cherry,Shelter,130,North Park,NP,Old Cherry,https://www.alleghenycounty.us/parks/north-park/old-cherry.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594078472924,40.352374555389
26102,1794,,Olympia,Shelter,130,North Park,NP,Olympia,https://www.alleghenycounty.us/parks/north-park/olympia.aspx,35,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.011877838749,40.365957144731
26103,1795,,Ontario,Shelter,130,North Park,NP,Ontario,https://www.alleghenycounty.us/parks/north-park/ontario.aspx,40,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-80.001329020982,40.353973960119
26104,1796,,Orchard Lawn,Shelter,130,North Park,NP,Orchard Lawn,https://www.alleghenycounty.us/parks/north-park/orchard-lawn.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00565371033,40.362519772811
26105,1797,,Oregon,Shelter,130,North Park,NP,Oregon,https://www.alleghenycounty.us/parks/north-park/oregon.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000360293258,40.361205884146
26106,1798,,Pearce,Shelter,130,North Park,NP,Pearce,https://www.alleghenycounty.us/parks/north-park/pearce.aspx,60,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,No,No,No,-80.003133201767,40.362250991292
26107,1799,,Perry,Shelter,130,North Park,NP,Perry,https://www.alleghenycounty.us/parks/north-park/perry.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.591486608167,40.350698342431
26108,1800,,Pigeon,Shelter,130,North Park,NP,Pigeon,https://www.alleghenycounty.us/parks/north-park/pigeon.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.014070466303,40.365010749706
26109,1801,,Pine Ridge,Shelter,130,North Park,NP,Pine Ridge,https://www.alleghenycounty.us/parks/north-park/pine-ridge.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594688722195,40.35200216228
26110,1802,,Point,Shelter,130,North Park,NP,Point,https://www.alleghenycounty.us/parks/north-park/point.aspx,125,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,-79.595927956869,40.354409634166
26111,1803,,Richland,Shelter,130,North Park,NP,Richland,https://www.alleghenycounty.us/parks/north-park/richland.aspx,50,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595004421464,40.353511851145
26112,1804,,Rochester,Shelter,130,North Park,NP,Rochester,https://www.alleghenycounty.us/parks/north-park/rochester.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.004106716933,40.362009428332
26113,1805,,Roosevelt,Shelter,130,North Park,NP,Roosevelt,https://www.alleghenycounty.us/parks/north-park/roosevelt.aspx,80,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004822362789,40.361045639519
26114,1806,,Round Top,Shelter,130,North Park,NP,Round Top,https://www.alleghenycounty.us/parks/north-park/round-top.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.585399016527,40.351932636625
26115,1807,,School House,Shelter,130,North Park,NP,School House,https://www.alleghenycounty.us/parks/north-park/school-house.aspx,55,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.004907430293,40.361258550353
26116,1808,,Sesqui,Shelter,130,North Park,NP,Sesqui,https://www.alleghenycounty.us/parks/north-park/sesqui.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.594746580696,40.353663431636
26117,1809,,Shaler,Shelter,130,North Park,NP,Shaler,https://www.alleghenycounty.us/parks/north-park/shaler.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.002468956421,40.354286952317
26118,1810,,Sharon,Shelter,130,North Park,NP,Sharon,https://www.alleghenycounty.us/parks/north-park/sharon.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-79.592287076105,40.351668352378
26119,1811,,Superior,Shelter,130,North Park,NP,Superior,https://www.alleghenycounty.us/parks/north-park/superior.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-80.000203023062,40.354606511161
26120,1812,,Triple Oaks,Shelter,130,North Park,NP,Triple Oaks,https://www.alleghenycounty.us/parks/north-park/triple-oaks.aspx,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.591360200549,40.351892823685
26121,1813,,West View,Shelter,130,North Park,NP,West View,https://www.alleghenycounty.us/parks/north-park/west-view.aspx,30,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003926187191,40.35398460848
26122,1814,,Wildwood,Shelter,130,North Park,NP,Wildwood,https://www.alleghenycounty.us/parks/north-park/wildwood.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.585436939881,40.351387410246
26123,1815,,Willow,Shelter,130,North Park,NP,Willow,https://www.alleghenycounty.us/parks/north-park/willows.aspx,80,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.594572209211,40.353122993244
26124,1816,,Woods,Shelter,130,North Park,NP,Woods,https://www.alleghenycounty.us/parks/north-park/woods.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591023752649,40.350773967476
26125,1817,,Wyoming,Shelter,130,North Park,NP,Wyoming,https://www.alleghenycounty.us/parks/north-park/wyoming.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.004448258958,40.365359024768
26126,1818,,Visitors Center,Building,10,Round Hill Park,RH,Visitors Center,https://www.alleghenycounty.us/parks/round-hill/visitors-center.aspx,60,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.510846055509,40.14310213953
26127,1819,,Soccer Field,Field - Soccer,64,Round Hill Park,RH,Soccer Field,https://www.alleghenycounty.us/parks/round-hill/soccer-fields.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.501542450842,40.143042092604
26128,1820,,Alfalfa,Shelter,130,Round Hill Park,RH,Alfalfa,https://www.alleghenycounty.us/parks/round-hill/alfalfa.aspx,60,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.512456426361,40.144816183896
26129,1821,,Blue Grass,Shelter,130,Round Hill Park,RH,Blue Grass,https://www.alleghenycounty.us/parks/round-hill/blue-grass.aspx,70,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,-79.511908204454,40.144461665994
26130,1823,,Harmony House,Shelter,130,Round Hill Park,RH,Harmony House,https://www.alleghenycounty.us/parks/round-hill/harmony-house.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.510877131362,40.15058086551
26131,1824,,Meadow,Shelter,130,Round Hill Park,RH,Meadow,https://www.alleghenycounty.us/parks/round-hill/meadow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.512459641177,40.144600918346
26132,1825,,Quiet Acres,Shelter,130,Round Hill Park,RH,Quiet Acres,https://www.alleghenycounty.us/parks/round-hill/quiet-acres.aspx,70,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.510441790632,40.144505144618
26133,1826,,Timothy,Shelter,130,Round Hill Park,RH,Timothy,https://www.alleghenycounty.us/parks/round-hill/timothy.aspx,60,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.511649828119,40.145185001848
26134,1827,,Water Lily,Shelter,130,Round Hill Park,RH,Water Lily,https://www.alleghenycounty.us/parks/round-hill/water-lily.aspx,20,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.512030110582,40.143732743954
