_id,objectid,trail_id,trail_name,park_name_short,park_name,park_name_full,blaze_color_full,blaze_color_short,base_color,cap_color,dot_color,dash_color,image_link,mileage,track,track_num,difficulty,configuration,surface,service_road,globalid,trail_status,shape_length
35850,20777,NP7783, ,NP,North Park,North Park,,,,,,,,0.15392177,,,,<Null>,,,{B2AA3AC6-868D-4B24-A766-CCA624609EDC},Active,0.00278134836075966
35851,20778,NP7890, ,NP,North Park,North Park,,,,,,,,0.17981685,,,,<Null>,,,{8360B8ED-DCA7-48B6-811E-F9E2CA1A78AD},Active,0.00316367825014298
35852,20779,NP7889, ,NP,North Park,North Park,,,,,,,,0.17932098,,,,<Null>,,,{3BEC07EE-BF03-485C-81F1-7B2EA2B86CFA},Active,0.0031302768283633
35853,20780,NP7896, ,NP,North Park,North Park,,,,,,,,0.11630917,,,,<Null>,,,{83583024-6C76-401A-96E6-57556324FB3A},Active,0.00208656356380708
35854,20781,NP7826, ,NP,North Park,North Park,,,,,,,,0.1201615,,,,<Null>,,,{110B565C-0339-443C-BB43-6A6401B81E4E},Active,0.00212200415766843
35855,20782,NP7828, ,NP,North Park,North Park,,,,,,,,0.30937301,,,,<Null>,,,{40806A60-5087-4FE6-B41C-FF7FAEBC3970},Active,0.00524149292024375
35856,20783,NP7870, ,NP,North Park,North Park,,,,,,,,0.44011281,,,,<Null>,,,{6B6C9B77-281A-4F91-B31C-288D1DADD686},Active,0.00767183352640481
35857,20784,NP7880, ,NP,North Park,North Park,,,,,,,,0.14428673,,,,<Null>,,,{76339984-CDDA-4209-9701-4099BBAD960C},Active,0.00246108025020137
35858,20785,NP7778, ,NP,North Park,North Park,,,,,,,,0.05347944,,,,<Null>,,,{7E461835-BA62-41EA-9449-C6C7FCF4CC1F},Active,0.00078112194223504
35859,20786,NP13268, ,NP,North Park,North Park,<Null>,<Null>,, , , ,<Null>,0.24474196,,,Moderate-Difficult,<Null>,,,{24587696-2662-4355-AD11-CDD38DE69B94},Active,0.00417445913895262
35860,20787,NP4752,Purple,NP,North Park,North Park,Purple,PL,Purple, , , ,https://apps.alleghenycounty.us/GIS/PURPLEbase.png,1.94790208,,,Moderate-Difficult,Complete Loop,,No,{8F5C3039-8794-4373-A77F-76ED4D0B095F},Active,0.0333945601040106
35861,20788,NP4749,Red,NP,North Park,North Park,Red,RD,Red, , , ,https://apps.alleghenycounty.us/GIS/REDbase.png,0.28719069,,,Difficult,Connector Trail,,,{D83EE3EA-E805-4FCF-853D-F4F5CFE11831},Active,0.00498850655358086
35862,20789,NP4706, ,NP,North Park,North Park,,,,,,,,0.20543956,,,,<Null>,,,{C39C865F-DF3F-4C7F-A9BB-5642860EEBFD},Closed,0.00342214005898401
35863,20790,NP4732,Red Access,NP,North Park,North Park,Red,RD,Red, ,, ,https://apps.alleghenycounty.us/GIS/REDbase.png,0.14178064,,,Moderate,Access Trail,Dirt,,{A4C62462-1E5F-4A3D-837D-4112426E5AAE},Active,0.00221874796296987
35864,20791,NP22350,,NP,North Park,North Park,,,,,,,,0.01294017,,,Easy,<Null>,Dirt,,{73A9A237-D677-4A0D-AE0A-ABE168A3E101},Active,0.00023056218933116
35865,20792,NP9008,Purple,NP,North Park,North Park,Purple,PL,Purple, , , ,https://apps.alleghenycounty.us/GIS/PURPLEbase.png,0.35781243,,,Moderate-Difficult,Access Trail,,,{5DE70297-F0F0-4459-B966-F87CE1A1FE5E},Active,0.00583311825323257
35866,20793,NP27974,,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.15788592,,,Easy,<Null>,Crushed Limestone,Yes,{9CCF8F54-1052-4A53-9644-1D7559AA6594},Closed,0.00279968874166025
35867,20795,NP29179,Green,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.14897292,,,Easy-Moderate,<Null>,,,{D47769ED-D884-40B2-909B-BC43F21FF965},Closed,0.00249064038905607
35868,20796,NP30792,Picnic Loop Paved Trail,NP,North Park,North Park,Gray,GY,Gray,,,,https://apps.alleghenycounty.us/GIS/GRAYbase.png,1.39213388,,,Easy,Complete Loop,Asphalt,No,{1A6AC18C-6B01-4211-8B5D-69AA9CCD256B},Active,0.0235974933889354
35869,20797,NP30793,Picnic Loop Paved Trail Divider,NP,North Park,North Park,Gray,GY,Gray,,,,https://apps.alleghenycounty.us/GIS/GRAYbase.png,0.16984206,,,Easy,Connector Trail,Asphalt,No,{92D67E34-A071-4D9D-BDA0-34A878C4AEBF},Active,0.00266056497401265
35870,20798,NP32394, ,NP,North Park,North Park,,,,,,,,0.13618286,,,,<Null>,,,{E7C86825-6A19-405A-AD48-DCCFC0DC63E7},Active,0.00209808176041939
35871,20799,NP4691, ,NP,North Park,North Park,,,,,,,,0.02101974,,,,<Null>,,,{7C266B45-6136-4BE3-9FB3-59C3B77D10DD},Active,0.00037056796600184
35872,20800,NP32398,Decommissioned Latodomi Trail,NP,North Park,North Park,,,,,,,,0.32085213,,,,<Null>,,,{E1A1A57A-D99F-4993-BA55-2F53AE4D3189},Closed,0.00572346785738593
35873,20801,NP32399,Latodomi Nature Center Brown Trail,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.42498585,,,,<Null>,,,{50DAD7C0-5E81-4CBB-9371-23B4B18D7B6E},Active,0.007867183079811
35874,20802,NP32400, ,NP,North Park,North Park,,,,,,,,0.0199912,,,,<Null>,,,{1629A861-4ED6-4F16-A1EF-1FE466DE3273},Active,0.00034518207704202
35875,20803,NP32793, ,NP,North Park,North Park,,,,,,,,0.03625441,,,,<Null>,,,{483AF060-70F3-4DAC-808B-338645F74E65},Active,0.000611475319777657
35876,20804,NP32795, ,NP,North Park,North Park,,,,,,,,0.04671746,,,,<Null>,,,{B4BEE1C0-5D5B-4285-89AC-1BDA1B96A4E2},Active,0.000790505124740658
35877,20805,NP32799, ,NP,North Park,North Park,,,,,,,,0.03340764,,,,<Null>,,,{66DE4C48-461D-4589-AD9E-E0797CE21014},Active,0.000611743801020475
35878,20806,NP32801, ,NP,North Park,North Park,,,,,,,,0.02592806,,,,<Null>,,,{8F3C8248-2DCF-4BA8-83CE-80D112106C82},Active,0.000435688020373792
35879,20807,NP4681, ,NP,North Park,North Park,,,,,,,,0.07198926,,,,<Null>,,,{F6AEE5C2-C5C5-4ED3-B07D-F0204863A213},Active,0.00106605233701571
35880,20808,NP32829,Nature Center Red Trail,NP,North Park,North Park,Red,RD,Red, , , ,https://apps.alleghenycounty.us/GIS/REDbase.png,0.41014986,,,Easy,Complete Loop,Dirt,No,{224205FE-F94F-40A6-A9DE-6C187FA4E514},Active,0.00702302008078824
35881,20809,NP51045,Nature Center Pink Trail - Pond Trail,NP,North Park,North Park,Pink,PK,Pink,,,,https://apps.alleghenycounty.us/GIS/PINKbase.png,0.19707754,,,Easy,Complete Loop,Dirt,No,{E47770FB-7E61-4508-819C-B38C44270269},Active,0.00350085220770504
35882,20810,NP32832,Nature Center Orange Trail (Wagon Wheel Trail),NP,North Park,North Park,Orange,OR,Orange,,,,https://apps.alleghenycounty.us/GIS/ORANGEbase.png,0.22714639,,,Easy-Moderate,Point to Point,,No,{6EB881D3-E4B3-4C24-90B6-14BCF9E4DBE2},Active,0.00380206928616528
35883,20811,NP32833, ,NP,North Park,North Park,,,,,,,,0.01311348,,,,<Null>,,,{E3B95584-E162-4B80-AE78-0CDD5D705910},Active,0.000249359754408491
35884,20812,NP32836,Nature Center White Trail,NP,North Park,North Park,White,WT,White,,,,https://apps.alleghenycounty.us/GIS/WHITEbase.png,1.1111701,,,Moderate,Complete Loop,,,{0AE0AE07-D0CD-4617-840A-CBF5919F53EA},Active,0.0189285150096986
35885,20813,NP32839,,NP,North Park,North Park,<Null>,<Null>,, , , ,<Null>,0.01352105,,,Moderate,<Null>,Dirt,No,{38835D8F-A5E2-4F97-A7A6-1B679997B463},Active,0.000201464539995893
35886,20814,NP32395, ,NP,North Park,North Park,,,,,,,,0.04152995,,,Easy,<Null>,Grass,,{0E414570-794B-465A-8314-E40B5FB752A2},Active,0.000689028100761718
35887,20815,NP33640, ,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.30368482,,,Moderate,<Null>,,,{14CD6CE8-8CEE-41A9-B850-FA9E9150BB23},Active,0.00538930714085013
35888,20816,NP38458, ,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.03844212,,,Easy,<Null>,Dirt,,{5097D86D-1B6A-457C-A79C-C094AFEE9EF5},Active,0.000718851482601933
35889,20817,NP38856, ,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.02154106,,,Easy,<Null>,Dirt,No,{EB59F2AD-A697-4452-83CD-73BC58B63864},Active,0.000313869503964512
35890,20818,NP41657,Old Blue Trail,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.05276854,,,Moderate,<Null>,Dirt,No,{78C09E88-43D8-458D-9550-578160C8B479},Active,0.000860275116151033
35891,20819,NP41658,White,NP,North Park,North Park,White,WT,White, , , ,https://apps.alleghenycounty.us/GIS/WHITEbase.png,2.41809871,,,Easy-Moderate,Point to Point,Dirt,No,{AB0F6D6E-46FD-470B-8FBB-C2CF4F5E81C9},Active,0.0409254275497125
35892,20820,NP41661,Blue Trail,NP,North Park,North Park,Blue,BL,Blue,,,,https://apps.alleghenycounty.us/GIS/BLUEbase.png,2.21367355,,,Easy-Moderate,Point to Point,,No,{1CE98BF4-5368-4DAB-B1EA-4E0F34BB3D8E},Active,0.0367645249740033
35893,20821,NP42060,Orange Trail Access,NP,North Park,North Park,Orange,OR,Orange,,,,https://apps.alleghenycounty.us/GIS/ORANGEbase.png,0.38487176,,,Moderate,Access Trail,,No,{EEAB2465-36D1-42B1-8531-45D7A0DEEBD9},Active,0.00643767100888849
35894,20822,NP42541,Decommissioned Red,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.07160443,,,,<Null>,,,{46863A72-39D5-4DDD-AEDA-D798399F4B20},Closed,0.00127298995144474
35895,20823,NP42544,Decommissioned Rachel Carson Trail - Yellow,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.07160443,,,,<Null>,,,{20FD6FA9-0093-4887-A04A-FEB22D8B3346},Closed,0.00127298995144474
35896,20824,NP42550,Red,NP,North Park,North Park,Red,RD,Red,,,,https://apps.alleghenycounty.us/GIS/REDbase.png,9.3519127,,,Difficult,Complete Loop,Dirt,No,{1948782A-4584-4C9A-8BE5-B83118C8640B},Active,0.154526065733576
35897,20825,NP43334,Nature Center Blue,NP,North Park,North Park,Blue,BL,Blue,,,,https://apps.alleghenycounty.us/GIS/BLUEbase.png,1.20810806,,,Moderate,Point to Point,,No,{E8E26700-D148-4523-8017-CF68BB7EA92E},Active,0.0213316795562723
35898,20826,NP43340, ,NP,North Park,North Park,<Null>,<Null>,,,,,<Null>,0.38895801,,,Easy-Moderate,<Null>,Grass,No,{5DA5E9CF-61CB-44EF-BF11-85077ECDD339},Active,0.00611212755183566
35899,20827,NP46651,Rachel Carson Trail - Yellow,NP,North Park,North Park,Yellow,YL,Yellow,,,,https://apps.alleghenycounty.us/GIS/YELLOWbase.png,8.80660818,,,Moderate-Difficult,Point to Point,,,{30E990B6-6B99-4CE0-A092-256E4E00CD64},Active,0.147824177786523
35900,20828,NP46652,Decommissionded Rachel Carson Trail - Yellow,NP,North Park,North Park,<Null>,<Null>,,,,,,0.03639263,,,,<Null>,Dirt,,{F9C68EA6-E60B-4D82-BC94-265D33637CAC},Closed,0.000676787029136749
35901,20829,SP815,Gravel or Paved Trail/Road,SP,South Park,South Park,Gravel or Paved Trail/Road,GY,Gray,,,,https://apps.alleghenycounty.us/GIS/GRAYbase.png,0.20825476,,,Easy,Complete Loop,Asphalt,No,{4EA47EDB-784E-4755-8C76-BE364C60418D},Active,0.00356755950049596
35902,20837,NP12966,,NP,North Park,North Park,,,,,,,,0.04705844,,,,<Null>,,,{D44FC5CD-1814-4AA5-93A2-DF52417A8998},Active,0.000773454917426941
35903,20838,SP13248,,SP,South Park,South Park,,,,,,,,0.06115953,,,,<Null>,,No,{9398E554-EF59-415F-9CD8-25FC3E7358C8},Active,0.00104118703413301
35904,20839,SP13247,,SP,South Park,South Park,,,,,,,,0.04802239,,,,<Null>,,No,{A95E15DE-686E-4916-8A75-BB179BE2FBA3},Active,0.000880341629405016
35905,20851,NP51133,Decommissioned White - Irregular Mowing,NP,North Park,North Park,,,,,,,,0.03817966,,,,<Null>,,,{5918289F-CA91-4F17-8F42-9D54F8068BA8},Closed,0.000724483587498574
35906,20861,NP32827,Nature Center Purple Trail,NP,North Park,North Park,Purple,PL,Purple,,,,https://apps.alleghenycounty.us/GIS/PURPLEbase.png,0.60269538,,,Moderate,Point to Point,Dirt,,{4D3AF99B-FA96-4AE9-952D-F8EF462A4B3F},Active,0.0104052435030762
35907,20863,NP6172, ,NP,North Park,North Park,,,,,,,,0.01765991,,,,<Null>,,,{4A452BD8-7BEA-49B6-81A6-1D476A2C99AB},Active,0.000264839895742405
35908,20865,SP13822,,SP,South Park,South Park,,,,,,,,0.01350661,,,,<Null>,,,{F5FDE62D-6CBF-4A72-8879-519F747E3223},Active,0.000234334022525763
35909,20866,SP2277, ,SP,South Park,South Park,,,,,,,,0.00781447,,,,<Null>,,,{CEFE34F8-D952-4597-B05A-9AA1AD4D46C6},Active,0.000136568227454463
35910,20868,NP8605,,NP,North Park,North Park,,,,,,,,0.30058157,,,Moderate,<Null>,,,{D164007B-E454-43E3-8738-06E46D6E377A},Active,0.00520712165184996
35911,20869,NP4597, ,NP,North Park,North Park,,,,,,,,0.03651415,,,,<Null>,,,{A9DEB887-8202-4F7D-9D9A-6BF932E9FCAE},Active,0.000649010473096247
35912,20870,NP4659, ,NP,North Park,North Park,,,,,,,,0.06685052,,,,<Null>,,,{37C4C899-A65F-44D2-9904-5037D9D8111F},Active,0.00100450024749602
35913,20871,NP4682, ,NP,North Park,North Park,,,,,,,,0.18500875,,,,<Null>,,,{960AC7DD-5B70-45D4-87CD-17704341E038},Active,0.00320654304159808
35914,20872,NP4709, ,NP,North Park,North Park,,,,,,,,0.01331516,,,,<Null>,,,{5C33CA4D-26DC-463C-96BF-21DCFC926212},Active,0.000220422207733343
35915,20873,SP25714,,SP,South Park,South Park,,,,,,,,0.08144769,,,Easy-Moderate,<Null>,Dirt,,{DB9EF858-D1E4-4F61-8430-D909E7191116},Active,0.00138267805229823
35916,20874,SP25652,Overgrown - Not Visibke - Delete,SP,South Park,South Park,,,,,,,,0.11396784,,,Easy,<Null>,Dirt,,{0842548F-79E3-492F-AA91-78BE95B71087},Closed,0.00197003288434476
35917,20876,SP2252,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.06757796,,,,<Null>,,,{E43D16AA-C3B8-4B04-B4EF-B8B73207718B},Closed,0.00118184374688365
35918,20882,NP4632, ,NP,North Park,North Park,,,,,,,,0.06005805,,,,<Null>,,,{C1DBFFDB-DCAD-4D9A-A59D-6A11C231081D},Active,0.0010363068325374
35919,20885,SP814,Old White,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,3.80216918,,,,<Null>,,No,{92A239D7-C57C-4999-8523-63C1C0C85C91},Active,0.0621830520680553
35920,20886,SP2531, ,SP,South Park,South Park,,,,,,,,0.04095762,,,,<Null>,,,{6F9A41F9-BA23-49FC-8CAB-25BB45D28592},Active,0.000641893789512672
35921,20890,NP4643, ,NP,North Park,North Park,,,,,,,,0.31575795,,,,<Null>,,,{311FFA45-273B-45E6-B215-71DA9861CAFB},Active,0.005166314438156
35922,20894,NP45453,Gravel or Paved Trail/Road,NP,North Park,North Park,Gravel or Paved Trail/Road,GY,Gray,,,,https://apps.alleghenycounty.us/GIS/GRAYbase.png,4.96711789,,,Easy,Complete Loop,Asphalt,,{4F8EC5EA-68A8-4CC8-8D93-D9D9A9B0318B},Active,0.0854093143891012
35923,20896,SP2279, ,SP,South Park,South Park,,,,,,,,0.01500511,,,,<Null>,,,{5741A0D6-CBA8-4954-817F-149CCE8E4264},Active,0.000270466224863137
35924,20897,SP2291, ,SP,South Park,South Park,,,,,,,,0.25579805,,,,<Null>,,,{D12A9319-A352-4B01-AE86-1E4C63EE5A7D},Active,0.00406859091042105
35925,20902,NP38459, ,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.13855411,,,,<Null>,Dirt,No,{2DDE94D0-12E8-4C12-92C7-88D62C8F343E},Active,0.00239990232981603
35926,20903,NP4674, ,NP,North Park,North Park,,,,,,,,0.0786044,,,,<Null>,,,{AB59C5A9-46C2-4D9A-9CAE-F8148FD9C458},Active,0.00144749922727593
35927,20904,NP4729,,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.20469865,,,Easy-Moderate,<Null>,,,{224B641A-4059-42AE-944B-3B8048F131D8},Closed,0.00357426899393944
35928,20905,SP44156, ,SP,South Park,South Park,,,,,,,,0.95462743,,,,<Null>,Dirt,No,{0CEA7314-E224-4085-80E4-EC1D5E852DF1},Active,0.0167627576541822
35929,20906,SP25721,,SP,South Park,South Park,,,,,,,,0.01860997,,,Easy,<Null>,,,{97B72A9C-3759-4E60-B6B8-B9025861CA1A},Active,0.000292789721305216
35930,20912,NP4575,Irwin Rd Trail,NP,North Park,North Park,,,,,,,,1.02529035,,,,,Dirt,Yes,{7BEA0C22-CF73-4837-9997-3941EF7805E2},Active,0.0155189922413228
35931,21185,BP13052, ,BP,Boyce,Boyce Park,,,,,,,,0.03755266,,,Easy-Moderate,<Null>,Dirt,,{F54F7001-223C-43AC-881B-D1D086C3C306},Active,0.000577296809422054
35932,21186,BP4976, ,BP,Boyce,Boyce Park,,,,,,,,0.14686635,,,,<Null>,,,{9DDA2934-C4FB-4369-AA69-5B08EA553785},Active,0.00241322063635667
35933,21187,BP4977, ,BP,Boyce,Boyce Park,,,,,,,,0.19932805,,,,<Null>,,,{D8788DEA-49D4-4D7C-9F81-1978EBA85703},Active,0.00335928769322221
35934,21188,BP4978, ,BP,Boyce,Boyce Park,,,,,,,,0.02038742,,,,<Null>,,,{EF4DCEA6-78A9-4318-A439-80A7253403EC},Active,0.000378537791346011
35935,21189,BP4980, ,BP,Boyce,Boyce Park,,,,,,,,0.01848631,,,,<Null>,,,{21A146DB-2C57-42B1-9293-7EE8E92CA26A},Active,0.000297894971152376
35936,21190,BP4981, ,BP,Boyce,Boyce Park,,,,,,,,0.08805862,,,,<Null>,,,{56E788C2-0630-4A51-8180-2A6C4C6AD4F7},Active,0.00149202042806031
35937,21191,BP4982, ,BP,Boyce,Boyce Park,,,,,,,,0.00701303,,,,<Null>,,,{D7052406-A22E-4C2F-90EA-D55CD9627413},Active,0.000132558484558348
35938,21192,BP4985, ,BP,Boyce,Boyce Park,,,,,,,,0.00333669,,,,<Null>,,,{5C34868B-438E-48BB-913F-DA3D0A5919B0},Active,5.96756089444461e-05
35939,21193,BP4986, ,BP,Boyce,Boyce Park,,,,,,,,0.043034,,,,<Null>,,,{36173A12-3498-4C27-9625-F1D746329AA2},Active,0.000711153895937548
35940,21194,BP4988, ,BP,Boyce,Boyce Park,,,,,,,,0.12573519,,,,<Null>,,,{6528D88D-1CC5-422B-BD51-408D3D4A89A4},Active,0.00196294985220309
35941,21195,BP4989, ,BP,Boyce,Boyce Park,,,,,,,,0.10483624,,,,<Null>,,,{F6D0006B-7D2B-4F65-8A47-5546A05D2436},Active,0.00183255787138583
35942,21196,BP4990, ,BP,Boyce,Boyce Park,,,,,,,,0.03430154,,,,<Null>,,,{631E7EF5-CFEF-423D-B610-1DE8513108C6},Active,0.000519032059913999
35943,21197,BP4991, ,BP,Boyce,Boyce Park,,,,,,,,0.03512712,,,,<Null>,,,{6A90E3DA-C8B3-41FB-8DC3-6C4946FF1589},Active,0.000575014853853004
35944,21198,BP4992, ,BP,Boyce,Boyce Park,,,,,,,,0.05529338,,,,<Null>,,,{198AF4CE-69B6-4620-8E7F-EF8C85E5E230},Active,0.000890546032473566
35945,21199,BP4993, ,BP,Boyce,Boyce Park,,,,,,,,0.11915358,,,,<Null>,,,{C1BC367F-91F0-4DC6-A5CA-27B84FD4B0A9},Active,0.00193231827814805
35946,21200,BP4994, ,BP,Boyce,Boyce Park,,,,,,,,0.06706047,,,,<Null>,,,{748EE355-C83A-48AB-BE64-FB551F604499},Active,0.000981856177133509
35947,21201,BP4995, ,BP,Boyce,Boyce Park,,,,,,,,0.02246145,,,,<Null>,,,{7314BAF4-EFA1-42D6-B81F-830C12611923},Active,0.000368528349834417
35948,21202,BP4996, ,BP,Boyce,Boyce Park,,,,,,,,0.14391846,,,,<Null>,,,{D07A7BE9-9F2C-4A0B-9B76-CA614325724E},Active,0.00265526508039408
35949,21203,BP4997, ,BP,Boyce,Boyce Park,,,,,,,,0.02755115,,,,<Null>,,,{6B0C398E-9619-41A9-BA06-EBA7095CE22A},Active,0.000413813878910409
35950,21204,BP4998, ,BP,Boyce,Boyce Park,,,,,,,,0.0846979,,,,<Null>,,,{70B29C25-E0E6-4AE1-A547-A56CBCC649B5},Active,0.00137597950616263
35951,21205,BP4999, ,BP,Boyce,Boyce Park,,,,,,,,0.01345173,,,,<Null>,,,{ACD28168-962E-4F74-BBF1-F0726D8A31A4},Active,0.000195947345619671
35952,21206,BP5000, ,BP,Boyce,Boyce Park,,,,,,,,0.06851151,,,,<Null>,,,{783DAB61-20B4-47D4-B2C0-B1277E02FB1E},Active,0.00109755741410963
35953,21207,BP5002, ,BP,Boyce,Boyce Park,,,,,,,,0.04480567,,,,<Null>,,,{1BBF42A4-3440-499E-B46C-276E9227DA39},Active,0.000686582615325168
35954,21208,BP5004, ,BP,Boyce,Boyce Park,,,,,,,,0.18128777,,,,<Null>,,,{81E9D476-5424-4546-BA7E-D5F4BDDEC474},Active,0.00293431572375672
35955,21209,BP5005, ,BP,Boyce,Boyce Park,,,,,,,,0.02057226,,,,<Null>,,,{5EBA89F4-7BC5-456E-90F1-E91D4F6034D6},Active,0.000382314340125504
35956,21210,BP5006, ,BP,Boyce,Boyce Park,,,,,,,,0.01393423,,,,<Null>,,,{7A1EE394-7F51-473B-84CE-346EF6891B81},Closed,0.0002088194525783
35957,21211,BP5007, ,BP,Boyce,Boyce Park,,,,,,,,0.03363952,,,,<Null>,,,{BAC0F09B-F671-475A-9553-966046370B52},Active,0.000609772455835844
35958,21212,BP5008, ,BP,Boyce,Boyce Park,,,,,,,,0.0503106,,,,<Null>,,,{A869F6F8-DDF6-4840-9058-0150DE210C1B},Active,0.000837864530953366
35959,21213,BP5009, ,BP,Boyce,Boyce Park,,,,,,,,0.04270458,,,,<Null>,,,{1801841C-6BBC-4AFF-8280-108F2D9B9623},Active,0.000692495464090577
35960,21214,BP5013, ,BP,Boyce,Boyce Park,,,,,,,,0.07425751,,,,<Null>,,,{07132A33-EEBE-40B5-9FF8-90A6E6A90211},Active,0.00123272668892007
35961,21215,BP5015, ,BP,Boyce,Boyce Park,,,,,,,,0.17483279,,,,<Null>,,,{5D7E8CF2-D556-46EA-BAC5-476EE3FADD29},Active,0.00312157564752549
35962,21216,BP5019, ,BP,Boyce,Boyce Park,,,,,,,,0.0248149,,,,<Null>,,,{7817D766-BA1E-4A63-AFAF-E35BC388EEC4},Active,0.000392975743024582
35963,21217,BP5020, ,BP,Boyce,Boyce Park,,,,,,,,0.13444866,,,,<Null>,,,{E519E2A1-DFC0-453D-86F8-7C5D58F4E643},Active,0.00204612284318811
35964,21218,BP5021, ,BP,Boyce,Boyce Park,,,,,,,,0.11916716,,,,<Null>,,,{B9572396-72F7-4905-920F-DF2546507124},Active,0.00177751749751794
35965,21219,BP5022, ,BP,Boyce,Boyce Park,,,,,,,,0.13333242,,,,<Null>,,,{415A7C1C-1A3B-4AF6-9342-D1B8080F6CDD},Active,0.00201719001371049
35966,21220,BP5023, ,BP,Boyce,Boyce Park,,,,,,,,0.16159128,,,,<Null>,,,{61BF0DBA-E4F8-4569-9E11-D68E216982A2},Active,0.00278135513832098
35967,21221,BP5024, ,BP,Boyce,Boyce Park,,,,,,,,0.16717132,,,,<Null>,,,{CD58EABF-8387-4B0A-8DBF-638A32642C90},Active,0.00295917267895464
35968,21222,BP13101, ,BP,Boyce,Boyce Park,,,,,,,,0.05626994,,,,<Null>,,,{884AED55-011E-48FF-9347-EB760252947C},Active,0.00103670313639866
35969,21223,BP13103, ,BP,Boyce,Boyce Park,,,,,,,,0.27259565,,,,<Null>,,,{FDB15F3E-02FB-4F0C-834F-83FBCED61577},Active,0.00492541238671192
35970,21224,BP5028, ,BP,Boyce,Boyce Park,,,,,,,,0.03233362,,,,<Null>,,,{C20F7F0C-BE63-4AA7-A238-B81B19F6D66B},Active,0.000470636218928936
35971,21225,BP13105, ,BP,Boyce,Boyce Park,,,,,,,,0.0626707,,,,<Null>,,,{44ED5F36-60E8-49FD-84D1-FD8AB12AE1B7},Closed,0.00116301806132345
35972,21226,BP13106, ,BP,Boyce,Boyce Park,,,,,,,,0.20727196,,,,<Null>,,,{4366AEBE-4BED-4F33-AA53-778A767BE867},Active,0.00308723207695452
35973,21227,BP5032, ,BP,Boyce,Boyce Park,,,,,,,,0.01977489,,,,<Null>,,,{02B03C34-6393-4574-8089-864CC6E547C8},Active,0.000293962892194471
35974,21228,BP5033, ,BP,Boyce,Boyce Park,,,,,,,,0.24359301,,,,<Null>,,,{384DEEA0-5CA7-45DB-882F-1DA0F3490697},Active,0.00419761537781288
35975,21229,BP5038, ,BP,Boyce,Boyce Park,,,,,,,,0.0317,,,,<Null>,,,{BC4400E3-B1ED-4259-9A27-B048B61DC0E3},Closed,0.000480175326012457
35976,21230,BP5042, ,BP,Boyce,Boyce Park,,,,,,,,0.1760468,,,,<Null>,,,{3195A464-DF64-4457-91B5-6CC61C05A630},Closed,0.00310549126834109
35977,21231,BP5043, ,BP,Boyce,Boyce Park,,,,,,,,0.08360284,,,,<Null>,,,{A73E737C-D7CE-48AC-B997-01A9BBE306FD},Closed,0.00136890577431107
35978,21232,BP5045, ,BP,Boyce,Boyce Park,,,,,,,,0.02083534,,,,<Null>,,,{835E81C7-F979-4E7E-8F5D-BE32E304ACFA},Active,0.000377928838984396
35979,21233,BP5047, ,BP,Boyce,Boyce Park,,,,,,,,0.10538296,,,,<Null>,,,{79DDD57E-F0EA-4956-837C-D11240F06D1B},Active,0.00176040083167552
35980,21234,BP5048, ,BP,Boyce,Boyce Park,,,,,,,,0.03393405,,,,<Null>,,,{63D7A1DA-EFC2-4EBD-94FD-CC3BB6671053},Active,0.00050285785857073
35981,21235,BP5052, ,BP,Boyce,Boyce Park,,,,,,,,0.0225882,,,,<Null>,,,{73069D5D-097D-42ED-9CB2-1D81E0DF7F57},Active,0.000408578644963535
35982,21236,BP5053, ,BP,Boyce,Boyce Park,,,,,,,,0.41597927,,,,<Null>,,,{7E140A02-37AB-4EF7-A25A-26759B6D4420},Active,0.00706130550863556
35983,21237,BP5054, ,BP,Boyce,Boyce Park,,,,,,,,0.0160874,,,,<Null>,,,{009AE955-AE21-40DC-9462-131D6DEAF566},Active,0.000272418279935774
35984,21238,BP5055, ,BP,Boyce,Boyce Park,,,,,,,,0.02453278,,,,<Null>,,,{64ADC249-E097-45DB-A618-7A27A5C782D7},Active,0.000358081540520446
35985,21239,BP5059, ,BP,Boyce,Boyce Park,,,,,,,,0.19090541,,,,<Null>,,,{5FCA52D0-5ACB-43D5-B620-C372EDE75655},Active,0.0032468759931576
35986,21240,BP5060, ,BP,Boyce,Boyce Park,,,,,,,,0.06922097,,,,<Null>,,,{5134B1CF-6A8D-4B16-83BF-C1118162E90C},Active,0.00110572164399455
35987,21241,BP5061, ,BP,Boyce,Boyce Park,,,,,,,,0.12571342,,,,<Null>,,,{5C8DC03C-4CBE-4895-A3FE-96596E571B07},Active,0.00196150134266191
