_id,objectid,trail_id,trail_name,park_name_short,park_name,park_name_full,blaze_color_full,blaze_color_short,base_color,cap_color,dot_color,dash_color,image_link,mileage,track,track_num,difficulty,configuration,surface,service_road,globalid,trail_status,shape_length
35712,20517,SP25711,,SP,South Park,South Park,,,,,,,,0.02760809,,,Easy,<Null>,Dirt,,{64172632-B869-4E4D-B085-E7DFCCA0102A},Active,0.000476136788988681
35713,20518,SP25713,,SP,South Park,South Park,,,,,,,,0.03874811,,,Easy,<Null>,Dirt,,{BB20CC30-F7C9-47EF-B1BA-57C53546051E},Active,0.000619606127825017
35714,20519,SP25715,,SP,South Park,South Park,,,,,,,,0.02191955,,,,<Null>,Dirt,,{11748139-7E35-409C-B634-98D405B6B30C},Active,0.000405789143446349
35715,20520,SP25716,,SP,South Park,South Park,,,,,,,,0.03588733,,,Easy-Moderate,<Null>,Dirt,,{EEB5D572-2130-408C-B779-D4E21625B8E8},Active,0.000609838916617046
35716,20521,SP25717,,SP,South Park,South Park,,,,,,,,0.03518389,,,,<Null>,,,{E0FB9B72-1C28-4D7D-BD76-6782328A2CB2},Closed,0.000559633060819673
35717,20522,SP13856,,SP,South Park,South Park,,,,,,,,0.02058365,,,,<Null>,,,{17F2F399-9B1A-4B1E-B765-5FBC738E90E6},Active,0.000342701052489741
35718,20523,SP25719,,SP,South Park,South Park,,,,,,,,0.16563566,,,,<Null>,,,{289A9144-6F59-4C6C-B483-09ABCBD99566},Active,0.0026733806640641
35719,20524,SP25722,,SP,South Park,South Park,,,,,,,,0.00610795,,,,<Null>,,,{040B6BFF-A89F-4C6A-8453-FA22ABAD0AC8},Closed,0.00011460851502383
35720,20525,SP25723,,SP,South Park,South Park,,,,,,,,0.02226999,,,,<Null>,,,{89B7E6A4-3667-48BB-A29E-113C5508335A},Closed,0.000354875899639513
35721,20526,SP25724,,SP,South Park,South Park,,,,,,,,0.01513175,,,,<Null>,,,{4573BB2A-DB3F-47DE-85E3-CAFFAAF78E70},Closed,0.000255775761759274
35722,20527,SP25726,,SP,South Park,South Park,,,,,,,,0.27276434,,,,<Null>,,,{5ACD005C-5F4F-4EC7-9AB1-C1E14E8E2B48},Active,0.00419318141811343
35723,20528,SP7739, ,SP,South Park,South Park,,,, , , ,<Null>,0.07260692,,,Difficult,<Null>,,,{4D97886F-6BC3-4B4D-B9B1-1D55DCD8D4BB},Active,0.00112556634054621
35724,20529,SP25734, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.43770767,,,Moderate,<Null>,Dirt,,{A8F3797E-D621-431C-B3B3-AA11C228B36E},Active,0.00777738807926749
35725,20530,SP25740, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.27756295,,,Moderate,<Null>,,,{C5315894-917D-4272-86E1-77861F499A7D},Active,0.00490988451931698
35726,20540,SP39659,,SP,South Park,South Park,,,,,,,,0.03004738,,,Easy,<Null>,Dirt,No,{233EDC02-B8AF-4766-8DCA-14777050506B},Closed,0.000542471346051668
35727,20541,SP39660,Check - Still Visble? - Delete?,SP,South Park,South Park,,,,,,,,0.00383692,,,,<Null>,,,{D1B1B8B4-CB9A-4ABE-B299-70D012D0CB22},Closed,5.6050999452712e-05
35728,20542,SP39664,,SP,South Park,South Park,,,,,,,,0.01939891,,,,<Null>,,,{362F08FF-DEC7-4F4F-ABEB-419F7D8B67F5},Closed,0.000337058840338101
35729,20543,SP39665,,SP,South Park,South Park,,,,,,,,0.04556817,,,,<Null>,Dirt,,{ECB09205-7C85-4923-9D0D-79EFFDCD67BE},Active,0.000789330531313307
35730,20544,SP39666,Workaround-Tree Blockage,SP,South Park,South Park,,,,,,,,0.04287629,,,Moderate,<Null>,Dirt,No,{7B263B4A-B520-4A8A-ADB8-71BBF16B8697},Closed,0.000717882853153823
35731,20545,SP40056,,SP,South Park,South Park,,,,,,,,0.02544277,,,Moderate,<Null>,Dirt,No,{50E102DC-E58E-4908-A3E6-45655557A52D},Closed,0.000445329696019651
35732,20552,SP43345, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.70529654,,,,<Null>,,No,{31115A4B-2225-4B9E-844A-B2AEC2FEBA07},Active,0.0117699084124475
35733,20553,SP43348, ,SP,South Park,South Park,,,,,,,,0.34681029,,,,<Null>,Dirt,,{EBE5EEB7-0277-4FBB-91D1-DB1766184DE7},Active,0.00571060893248857
35734,20554,SP43358, ,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.36428678,,,,<Null>,,No,{358FE3CD-F792-44B6-B9F6-D5B4FC282780},Active,0.00626968255063192
35735,20555,SP43361, ,SP,South Park,South Park,,,,,,,,0.12403654,,,Moderate,<Null>,Dirt,No,{32A640BB-A1F8-497A-AFDC-DF7718212008},Closed,0.00201401163972651
35736,20556,SP43362, ,SP,South Park,South Park,,,,,,,,0.35104056,,,,<Null>,Dirt,No,{CB593550-F508-4A8D-8DA1-801B3B25882E},Active,0.00556921534574825
35737,20557,SP43363, ,SP,South Park,South Park,,,,,,,,0.16614159,,,,<Null>,Dirt,No,{1225CC9B-70E4-46A4-8E9C-5BDDC8C97371},Active,0.0025097201292134
35738,20558,SP2258,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.0721302,,,,<Null>,,No,{7AA953C6-0B01-4783-B82C-6FA126EEBBEF},Closed,0.00121451699986797
35739,20559,SP43370,Verify/Remove if trail has disappeared,SP,South Park,South Park,,,,,,,,0.00809896,,,,<Null>,,,{8282525C-B42C-4558-8F5D-52607087D6B0},Closed,0.000142285929110966
35740,20560,SP43372,Verify/Remove if trail has disappeared,SP,South Park,South Park,<Null>,<Null>,,,,,<Null>,0.0283617,,,,<Null>,,,{2658F9C7-8CA0-4659-97FB-5F8A94113B9A},Closed,0.000470058214758204
35741,20566,SP43745, ,SP,South Park,South Park,,,,,,,,0.0625298,,,,<Null>,Dirt,No,{98B69E87-8EA3-4B95-9F17-2AA4B117230A},Active,0.000924155858008297
35742,20567,SP44152,Work-around downed tree,SP,South Park,South Park,,,,,,,,0.02804904,,,Easy,<Null>,Dirt,No,{DA2E424D-8DDD-47E3-ABAC-09BB07C80832},Closed,0.000453600014238906
35743,20568,SP44548, ,SP,South Park,South Park,,,,,,,,0.07978184,,,Moderate,<Null>,Dirt,No,{FC90F7DA-8AA7-4D77-8FD2-5AA43C83E2EC},Active,0.00143691339221672
35744,20569,SP44549, ,SP,South Park,South Park,,,,,,,,0.21056269,,,Easy-Moderate,<Null>,Dirt,No,{23F3F309-663D-4510-9914-2725DF32C5CB},Active,0.00372189671932456
35745,20570,SP44550,Old Fairground Loop - Replaced  May 2022,SP,South Park,South Park,,,,,,,,0.08751731,,,,<Null>,,,{6C5E7461-FD8B-4820-96FB-35CCFAC2B0FE},Closed,0.0014728548804753
35746,20573,SP45371, ,SP,South Park,South Park,,,,,,,,0.00725036,,,Easy,<Null>,Dirt,No,{358FACA7-6603-41EF-B651-65FA8DEB9D78},Active,0.000113273438593367
35747,20574,SP45385,,SP,South Park,South Park,,,,,,,,0.13879451,,,Easy,<Null>,Dirt,No,{06654E89-FBC7-403B-9191-3801FB3DCDA2},Active,0.00242747873123059
35748,20576,SP46655,,SP,South Park,South Park,,,,,,,,0.01658765,,,Easy,<Null>,Dirt,No,{F9C3E176-2603-41DA-87E9-290332B19DA1},Active,0.000246807056555582
35749,20577,SP46657,,SP,South Park,South Park,,,,,,,,0.04718841,,,Easy-Moderate,<Null>,Dirt,No,{5BA9BB21-8358-49BA-9C26-C5E868067588},Closed,0.000759359149271158
35750,20578,SP46658,,SP,South Park,South Park,,,,,,,,0.02551529,,,Easy,<Null>,Dirt,No,{62AC5D57-846C-4A55-BF4C-E434E36E6BA6},Active,0.000479127901055678
35751,20579,SP46676, ,SP,South Park,South Park,,,,,,,,0.00556062,,,Easy,<Null>,Dirt,,{237AF3D8-9FF9-4DE8-A0FD-1BE7E4D3BF20},Closed,0.000104263691729622
35752,20679,NP4573, ,NP,North Park,North Park,,,,,,,,0.01158028,,,,<Null>,,,{B1ABF81E-3BE5-49BC-B196-44586F7CDA9A},Active,0.000168793953631422
35753,20680,NP4574,Access to de-commissioned Carson/North Ridge Trail,NP,North Park,North Park,,,,,,,,0.00715178,,,,<Null>,,,{8BC8C1B0-7F2C-4B68-A259-F7FFF81949F8},Closed,0.000108794322950913
35754,20681,NP4577, ,NP,North Park,North Park,,,,,,,,0.01221582,,,,<Null>,,,{6E29167C-8B7B-438F-B611-218B8E9EE367},Active,0.000210261003056832
35755,20682,NP4579, ,NP,North Park,North Park,,,,,,,,0.05505616,,,,<Null>,,,{DEC78B4C-26E1-48FF-A406-166FE0E54938},Active,0.000887416017226788
35756,20683,NP4580, ,NP,North Park,North Park,,,,,,,,0.01667144,,,,<Null>,,,{EFF4A291-17EB-45BC-BE30-90AE8958DE4E},Active,0.00025479220301388
35757,20684,NP4584, ,NP,North Park,North Park,,,,,,,,0.2115071,,,,<Null>,,,{3B6997F9-FBAA-440B-A09F-4181F31FD852},Closed,0.00387799350260211
35758,20685,NP4585, ,NP,North Park,North Park,,,,,,,,0.033352,,,,<Null>,,,{72C11171-E297-457B-88A3-4A8CF0EB2EDF},Active,0.000631240807795642
35759,20686,NP4593, ,NP,North Park,North Park,,,,,,,,0.06323792,,,,<Null>,,,{9BABC220-E584-4F93-9E06-7B00B5915C8D},Active,0.000996083354616417
35760,20687,NP4594, ,NP,North Park,North Park,,,,,,,,0.06821012,,,,<Null>,,,{F2D6739C-D867-4F01-BAA1-CD8C3C249F88},Active,0.00128408045657669
35761,20688,NP4595, ,NP,North Park,North Park,,,,,,,,0.02374713,,,,<Null>,,,{46886EEE-9A8A-45E5-BD58-978EBFC8EDEC},Active,0.000432026828035575
35762,20689,NP4598, ,NP,North Park,North Park,,,,,,,,0.03314193,,,,<Null>,,,{D93BB30F-A4EC-49FF-B229-187F3B5F478B},Active,0.00049531205050621
35763,20690,NP4599, ,NP,North Park,North Park,,,,,,,,0.08463631,,,,<Null>,,,{31F4ED90-82B1-41F2-9ED4-0E9C1EA8AF35},Active,0.00143087897356228
35764,20691,NP4600, ,NP,North Park,North Park,,,,,,,,0.06796164,,,,<Null>,,,{6E005D87-C30D-451E-91AE-AEE9B45CC269},Active,0.00126890287843561
35765,20692,NP4601, ,NP,North Park,North Park,,,,,,,,0.05983186,,,,<Null>,,,{D0EBEA6B-D84A-43C8-9847-9E0AF7698582},Active,0.00101918188884497
35766,20693,NP4606, ,NP,North Park,North Park,,,,,,,,0.1449317,,,,<Null>,,,{6CBE160A-1EAF-4A81-BF97-A5FC48649110},Closed,0.00259648550035947
35767,20694,NP12890,Decommissioned Latodomi Trail.,NP,North Park,North Park,,,,,,,,0.04540488,,,,<Null>,,,{F94EDF42-BC05-4B68-81FF-669E56A93AFA},Closed,0.000689678995891626
35768,20695,NP4608, ,NP,North Park,North Park,,,,,,,,0.01951519,,,,<Null>,,,{F5BE1F6E-4857-434E-A1E5-C8AE8CEF828D},Active,0.000367774544975299
35769,20696,NP4609, ,NP,North Park,North Park,,,,,,,,0.23699015,,,,<Null>,,,{87676EB7-361B-4042-9E90-98988C9DB0AB},Active,0.00417194447249201
35770,20697,NP4610, ,NP,North Park,North Park,,,,,,,,0.03206257,,,,<Null>,,,{65AAA9B0-9ECF-48FC-AB3C-C0DF37AA5572},Active,0.000497137563429023
35771,20698,NP4611, ,NP,North Park,North Park,,,,,,,,0.08698883,,,,<Null>,,,{B28DD0BD-9B9D-421F-8148-ED88A414E41B},Active,0.0014402884658518
35772,20699,NP4612, ,NP,North Park,North Park,,,,,,,,0.26398294,,,,<Null>,,,{BCB83564-A116-4CD9-BDF2-4A8B4E3BD7E3},Active,0.00444469640344211
35773,20700,NP4613, ,NP,North Park,North Park,,,,,,,,0.23598356,,,,<Null>,,,{40385443-05CE-4060-A41C-8C18409B145C},Active,0.00355409782989561
35774,20701,NP4616, ,NP,North Park,North Park,,,,,,,,0.1032614,,,,<Null>,,,{6D53C47A-9737-4F87-80D1-E9A286E64A22},Active,0.00157593292611502
35775,20702,NP4618, ,NP,North Park,North Park,,,,,,,,0.1101263,,,,<Null>,,,{D245507D-1EF8-4835-BBCE-89FF9815DD6C},Active,0.00170022640892046
35776,20703,NP4620, ,NP,North Park,North Park,,,,,,,,0.0248662,,,,<Null>,,,{1E36DF13-9F33-46EB-9F1E-1AFF3517C272},Active,0.000387209874545644
35777,20704,NP4621, ,NP,North Park,North Park,,,,,,,,0.03015465,,,,<Null>,,,{AE630261-845E-4D5A-8320-CDA7182F4188},Active,0.000515701658535479
35778,20705,NP4623, ,NP,North Park,North Park,,,,,,,,0.01313254,,,,<Null>,,,{567AAA03-AD7F-4FC2-AA48-BC91D2E3BE8C},Active,0.000233643505711629
35779,20706,NP4624, ,NP,North Park,North Park,,,,,,,,0.02104568,,,,<Null>,,,{BF6F868E-E6E0-492B-85CD-F78306443692},Closed,0.000372439521702566
35780,20707,NP4629, ,NP,North Park,North Park,,,,,,,,0.00705674,,,,<Null>,,,{F3AEA807-85F8-46E6-AAAD-3D16BD1260DD},Active,0.000130411503041132
35781,20708,NP4630, ,NP,North Park,North Park,,,,,,,,0.00960677,,,,<Null>,,,{8B04779D-7C84-4999-A620-05653467DF69},Active,0.000180709326950034
35782,20709,NP4631,Decommissioned Latodomi Trail,NP,North Park,North Park,,,,,,,,0.15589149,,,,<Null>,,,{1BFEE551-520D-4F6C-8C19-F25A75FEEDA4},Closed,0.00234211972764744
35783,20710,NP4633, ,NP,North Park,North Park,,,,,,,,0.03330251,,,,<Null>,,,{6EB87208-8875-48B1-80CF-BE7DA9B5391A},Active,0.000586018174886631
35784,20711,NP4634, ,NP,North Park,North Park,,,,,,,,0.01028078,,,,<Null>,,,{570C9F08-8D4B-45DE-9436-9C2E8C686191},Active,0.000192238245946111
35785,20712,NP4635, ,NP,North Park,North Park,,,,,,,,0.04621891,,,,<Null>,,,{6D3C4F48-517C-48B5-9F14-8CC0749725D9},Active,0.000808148673062163
35786,20713,NP4636, ,NP,North Park,North Park,,,,,,,,0.14593906,,,,<Null>,,,{C1B7C7C3-791A-43F2-94F6-41F2864EEA94},Closed,0.00249176340491304
35787,20714,NP4637, ,NP,North Park,North Park,,,,,,,,0.00972573,,,,<Null>,,,{C9F9BBAF-AC62-4754-95CC-20F3B5893B07},Active,0.000166112854351035
35788,20715,NP4642, ,NP,North Park,North Park,,,,,,,,0.20483742,,,,<Null>,,,{DF9B8700-243A-40C7-9C95-7AA1D596C727},Active,0.00369874544149947
35789,20716,NP4644, ,NP,North Park,North Park,,,,,,,,0.12264477,,,,<Null>,,,{ADF13F13-E370-4067-88E2-6A3661A77EB6},Active,0.00208152658117275
35790,20717,NP4645, ,NP,North Park,North Park,,,,,,,,0.08226092,,,,<Null>,,,{2E6B6A0B-6706-4A93-8407-E9BBD14D471F},Active,0.00134929370607906
35791,20718,NP4646, ,NP,North Park,North Park,,,,,,,,0.09219034,,,,<Null>,,,{D146DA5F-89D5-4430-9C13-FBF15155301F},Active,0.0015750574337347
35792,20719,NP4648, ,NP,North Park,North Park,,,,,,,,0.08519208,,,,<Null>,,,{CDEC429C-BA6F-4ED9-AEF2-1941BF7A457E},Active,0.00144740018519741
35793,20720,NP4649, ,NP,North Park,North Park,,,,,,,,0.03090221,,,,<Null>,,,{0A78B8F2-6E7A-4AF7-8DE1-10203626AF92},Active,0.000557623754103281
35794,20721,NP4650, ,NP,North Park,North Park,,,,,,,,0.12448805,,,,<Null>,,,{53D51342-DF1C-482C-AEEF-72321F8306EF},Active,0.00211566882877076
35795,20722,NP4651, ,NP,North Park,North Park,,,,,,,,0.13990829,,,,<Null>,,,{872C3B9C-64CA-47AD-94F3-DBF57417E624},Active,0.00234032530768429
35796,20723,NP4652, ,NP,North Park,North Park,,,,,,,,0.16663431,,,,<Null>,,,{835C2A98-5D15-4609-BBC9-088B24F30EB7},Closed,0.00270507401796835
35797,20724,NP4653, ,NP,North Park,North Park,,,,,,,,0.12032265,,,,<Null>,,,{4D2B0B15-6E0E-45AF-A7A5-280FFECB4B4F},Active,0.00203200383440958
35798,20725,NP12934,Private Access - Hide,NP,North Park,North Park,,,,,,,,0.00121813,,,,<Null>,,,{AAFB3970-E693-4D48-8DB9-FCF0873E8A0E},Closed,2.30254663017318e-05
35799,20726,NP4656, ,NP,North Park,North Park,,,,,,,,0.02729934,,,,<Null>,,,{F7963336-DF01-4A35-BD7D-800E66BEFF6B},Closed,0.00049211808390247
35800,20727,NP4661, ,NP,North Park,North Park,,,,,,,,0.09503843,,,,<Null>,,,{143324FC-5FC6-40CD-AF4E-6A191451AE40},Active,0.00146464390624627
35801,20728,NP4665,Green ,NP,North Park,North Park,Green,GN,Green,,,,https://apps.alleghenycounty.us/GIS/GREENbase.png,0.50217709,,,Easy-Moderate,Access Trail,,,{D5FA34C6-B12E-41F2-BB37-F683BEFA4CD6},Active,0.00896958124358905
35802,20729,NP4666, ,NP,North Park,North Park,,,,,,,,0.03805528,,,,<Null>,,,{F6DF4FDF-7123-4AB7-9DE9-48E761D8DA46},Closed,0.000572906490762643
35803,20730,NP4667, ,NP,North Park,North Park,,,,,,,,0.02162937,,,,<Null>,,,{E5057C0E-8A6E-4E4B-84A5-117B1CB67838},Active,0.000351093269895871
35804,20731,NP12943,Decommissioned Trail.,NP,North Park,North Park,,,,,,,,0.03794687,,,,<Null>,,,{D4D25B09-7E19-4D4D-907B-448D7343B7D4},Closed,0.000665546702659211
35805,20732,NP4671, ,NP,North Park,North Park,,,,,,,,0.02254273,,,,<Null>,,,{C85B4DD8-1D6F-457F-B34E-C2392B1A5C7A},Active,0.000411956933028073
35806,20733,NP4673, ,NP,North Park,North Park,,,,,,,,0.03187504,,,,<Null>,,,{7AFFA37B-1830-4CF3-B75B-9AFE628C93B4},Active,0.000464440295350871
35807,20734,NP4675, ,NP,North Park,North Park,,,,,,,,0.00597043,,,,<Null>,,,{F84E9340-BB03-4F8A-B10D-8D279635E577},Active,0.000111276021208965
35808,20735,NP4676, ,NP,North Park,North Park,,,,,,,,0.04646668,,,,<Null>,,,{504FE19A-750C-45FF-82A4-B5F096843689},Active,0.000746827161910391
35809,20736,NP4677, ,NP,North Park,North Park,,,,,,,,0.03368746,,,,<Null>,,,{506A4D7F-A8E0-41CA-B3CB-70B15E0A40ED},Active,0.000531789519567894
35810,20737,NP4679, ,NP,North Park,North Park,,,,,,,,0.2238354,,,,<Null>,,,{AC451C0B-B235-47DA-AFAC-A3F00C7DF529},Closed,0.00398539002471289
35811,20738,NP4689, ,NP,North Park,North Park,,,,,,,,0.26037797,,,,<Null>,,,{A2B3F1F1-2DEA-483B-9E6A-DAE81FA484F8},Closed,0.0043003135408421
35812,20739,NP12965,Nature Center Green Trail ,NP,North Park,North Park,Green,GN,Green,,,,https://apps.alleghenycounty.us/GIS/GREENbase.png,1.15878432,,,Moderate,Complete Loop,,No,{DBDA17B6-1B20-4BAE-92B3-1CFE33B67768},Active,0.0204778797621691
35813,20740,NP4692,Decommissioned Trail.,NP,North Park,North Park,,,,,,,,0.15604685,,,,<Null>,,,{AEECB0DF-6BA2-47CF-BD97-31C71005021B},Closed,0.00276582348659108
35814,20741,NP4699, ,NP,North Park,North Park,,,,,,,,0.88903939,,,,<Null>,,,{3BA76834-488B-471B-8754-EE6269CBA970},Active,0.0151442306797803
35815,20742,NP4700, ,NP,North Park,North Park,,,,,,,,0.04034858,,,,<Null>,,,{8AD34449-BA54-4A02-939B-E24A0DF270C3},Active,0.00064126879022658
35816,20743,NP4701, ,NP,North Park,North Park,,,,,,,,0.64421993,,,,<Null>,,,{6C449528-D4D3-4E59-92A5-87F850E82D66},Active,0.0110879371847046
35817,20744,NP4702, ,NP,North Park,North Park,,,,,,,,0.13947996,,,,<Null>,,,{469D6DC0-4134-4075-8C3F-82023A91D40E},Active,0.00227129797767975
35818,20745,NP4703, ,NP,North Park,North Park,,,,,,,,0.16277411,,,,<Null>,,,{F428A858-1C4E-400D-8701-3FC0E91D1390},Active,0.00282676651646741
35819,20746,NP4704, ,NP,North Park,North Park,,,,,,,,0.05694574,,,,<Null>,,,{E4A6A5C5-B841-4BE4-8E6D-E02626C48E74},Active,0.000845985719123772
35820,20747,NP4705, ,NP,North Park,North Park,,,,,,,,0.08553285,,,,<Null>,,,{CDD09490-3943-4478-8E29-46AC11820BDC},Active,0.00140514926841599
35821,20748,NP4708, ,NP,North Park,North Park,,,,,,,,0.10530148,,,,<Null>,,,{95D96DDE-C34D-4046-8D60-E4DB1EE2E985},Active,0.00173514841315984
35822,20749,NP4711, ,NP,North Park,North Park,,,,,,,,0.02669448,,,,<Null>,,,{19EA2850-EEA6-4E62-A9C3-E80DE547E7CA},Active,0.000397266109227879
35823,20750,NP4712, ,NP,North Park,North Park,,,,,,,,0.01461249,,,,<Null>,,,{5F5698E3-3E2A-44F6-8F46-4B54CA671C3C},Active,0.000272580822661066
35824,20751,NP4714, ,NP,North Park,North Park,,,,,,,,0.11406338,,,,<Null>,,,{6E8A40C5-6049-47C1-BEC9-27B28ECD1E01},Active,0.00204715663868461
35825,20752,NP4715, ,NP,North Park,North Park,,,,,,,,0.01718369,,,,<Null>,,,{40647203-E365-4771-97B3-64AF2AD034CC},Active,0.000318733929399685
35826,20753,NP4717,Orange with Green Dot,NP,North Park,North Park,Orange with Green Dot,OR/GN Dot,Orange, ,Green, ,https://apps.alleghenycounty.us/GIS/ORANGEbase_GREENdot.png,0.61238675,,,Easy-Moderate,Point to Point,,,{E540A6A4-B216-459F-A389-B01CEB6D3498},Active,0.00984476939010335
35827,20754,NP4718,,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.19753627,,,Easy-Moderate,<Null>,,,{4D4C30B0-FC48-4323-9BC5-A1694938CFBF},Active,0.00308940145155863
35828,20755,NP4719,Red with Green Cap,NP,North Park,North Park,Red with Green Cap,RD/GN Cap,Red,Green, , ,https://apps.alleghenycounty.us/GIS/REDbase_GREENcap.png,0.05574012,,,Moderate,Access Trail,,,{D7A979B9-8558-478C-AA00-C45B400B8A1E},Active,0.000946103527176026
35829,20756,NP4721,White with Red Dot,NP,North Park,North Park,White with Red Dot,WT/RD Dot,White, ,Red, ,https://apps.alleghenycounty.us/GIS/WHITEbase_REDdot.png,0.62238222,,,Easy,Connector Trail,,,{F223984D-DC06-4ACF-843D-8D78C0CF6DD5},Active,0.0105026895163322
35830,20757,NP4723,White with Black Dash,NP,North Park,North Park,White with Black Dash,WT/BK Dash,White, , ,Black,https://apps.alleghenycounty.us/GIS/WHITEbase_BLACKdash.png,0.04451319,,,Easy-Moderate,Connector Trail,,,{1B5394F4-17AD-4BD5-8FC0-D330FD3A0250},Active,0.000817709925252949
35831,20758,NP4724,White with Black Dot,NP,North Park,North Park,White with Black Dot,WT/BK Dot,White, ,Black, ,https://apps.alleghenycounty.us/GIS/WHITEbase_BLACKdot.png,0.36554479,,,Moderate,Connector Trail,,,{016670BE-502D-4E78-AE19-B66D1D4BE6AD},Active,0.00618326441495905
35832,20759,NP4726,Green with Yellow Dot,NP,North Park,North Park,Green with Yellow Dot,GN/YL Dot,Green, ,Yellow, ,https://apps.alleghenycounty.us/GIS/GREENbase_YELLOWdot.png,0.25370419,,,Easy,Access Trail,,,{CD9E4315-298F-4CDA-BC83-A0B1CC25B764},Active,0.00467835553535263
35833,20760,NP4728,Orange with White Dot,NP,North Park,North Park,Orange with White Dot,OR/WT Dot,Orange, ,White, ,https://apps.alleghenycounty.us/GIS/ORANGEbase_WHITEdot.png,0.10662429,,,Difficult,Access Trail,,,{8C3F1786-4DD8-4C9E-9B78-6000C6054DB9},Active,0.00164940166252876
35834,20761,NP4730,Orange Access Trail - Decommissioned,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.21220934,,,Easy-Moderate,<Null>,,,{9D2AAC53-D6EA-4867-AD94-2BD9FE746519},Closed,0.00350075320225507
35835,20762,NP4731,Red with Brown Dot - Decommissioned,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.07244316,,,Easy-Moderate,<Null>,Dirt,,{8CD9966A-D9DF-43B8-B73F-2E772D5B73F0},Closed,0.00119750061066104
35836,20763,NP4734,White with Green Dot,NP,North Park,North Park,White with Green Dot,WT/GN Dot,White, ,Green, ,https://apps.alleghenycounty.us/GIS/WHITEbase_GREENdot.png,0.97201152,,,Moderate,Access Trail,,,{55E34D51-AC00-49AC-B279-ACE309153442},Active,0.0168558793631433
35837,20764,NP4735,Red with White Cap,NP,North Park,North Park,Red with White Cap,RD/WT Cap,Red,White, , ,https://apps.alleghenycounty.us/GIS/REDbase_WHITEcap.png,0.14613733,,,Easy,Connector Trail,,,{DBDFFB13-371C-4162-B267-ABE4D2054681},Active,0.0023987187048768
35838,20765,NP4742,,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.16596863,,,Easy-Moderate,<Null>,,,{90CE12C8-9504-4CF0-81A7-29ABD511F613},Active,0.00258219851558917
35839,20766,NP4744,Red with Red Cap,NP,North Park,North Park,Red with Red Cap,RD/RD Cap,Red,Red, , ,https://apps.alleghenycounty.us/GIS/REDbase_REDcap.png,0.35468126,,,Moderate,Access Trail,,No,{45DE71A9-24F0-4432-A59C-774BCADC4199},Active,0.00558977871077693
35840,20767,NP4746,Orange with Purple Dot,NP,North Park,North Park,Orange with Purple Dot,OR/PL Dot,Orange, ,Purple, ,https://apps.alleghenycounty.us/GIS/ORANGEbase_PURPLEdot.png,0.08391134,,,Easy-Moderate,Access Trail,,,{90270A50-FDFA-4DD9-BA34-5377E0765DDC},Active,0.00150882414327269
35841,20768,NP4751,Gravel or Paved Trail/Road,NP,North Park,North Park,Gravel or Paved Trail/Road,GY,Gray, , , ,https://apps.alleghenycounty.us/GIS/GRAYbase.png,0.59953816,,,Easy-Moderate,Access Trail,Recycled Asphalt,No,{2E851AC3-E7F3-4647-A485-F0812870F24B},Active,0.0101653085251488
35842,20769,NP13211,Green,NP,North Park,North Park,Green,GN,Green,,,,https://apps.alleghenycounty.us/GIS/GREENbase.png,1.89515153,,,Moderate,Complete Loop,Dirt,No,{8606D992-6315-4F2E-9D6B-C57626EA4393},Active,0.0320225104061693
35843,20770,NP6571,Orange,NP,North Park,North Park,Orange,OR,Orange, , , ,https://apps.alleghenycounty.us/GIS/ORANGEbase.png,4.18807583,,,Moderate-Difficult,Complete Loop,,,{877E8774-B018-4FD8-8A58-FBDC1D3C21BB},Active,0.0703413574971643
35844,20771,NP6593, ,NP,North Park,North Park,<Null>,<Null>,, ,, ,<Null>,0.10896936,,,Difficult,<Null>,,,{8202138E-3372-4D60-BEA7-97A9E78C68A3},Active,0.0018446165153331
35845,20772,NP6594,Red with Blue Cap,NP,North Park,North Park,Red with Blue Cap,RD/BL Cap,Red,Blue, , ,https://apps.alleghenycounty.us/GIS/REDbase_BLUEcap.png,0.02963726,,,Easy,Access Trail,,,{055D7396-4C8E-4A53-866E-26D26354853E},Active,0.00046887674614663
35846,20773,NP4753,Purple,NP,North Park,North Park,Purple,PL,Purple, , , ,https://apps.alleghenycounty.us/GIS/PURPLEbase.png,0.02801384,,,Moderate,Access Trail,,,{947337DE-66FA-4BA0-8100-64C27B1F12E7},Active,0.00043268758986315
35847,20774,NP6996,North Ridge Trail,NP,North Park,North Park,<Null>,<Null>,, , , ,<Null>,0.40694316,,,,<Null>,,,{0EF27C2D-F758-4EE7-9545-601DB98B2F54},Active,0.00703030305800906
35848,20775,NP7827, ,NP,North Park,North Park,,,,,,,,0.12113359,,,,<Null>,,,{EBE3D261-783B-4FD3-8322-6638E6099209},Active,0.00180978318862126
35849,20776,NP7782, ,NP,North Park,North Park,,,,,,,,0.25788794,,,,<Null>,,,{843240E7-2AD5-465C-9F5E-599E538CD336},Active,0.00447034732437676
